title,ingredients,directions,ingredients_clean,directions_clean,vegetarian
Pumpkin Rolls,"[""4 1/2 to 4 3/4 c. flour"", ""1 pkg. active yeast"", ""1 1/4 c milk"", ""2 Tbsp. shortening"", ""2 Tbsp. sugar"", ""1 tsp. salt"", ""1 egg"", ""1/2 c. canned pumpkin"", ""3 Tbsp. melted butter""]","[""Combine 2 cups flour and yeast."", ""In saucepan, heat milk, shortening, sugar and salt until warm."", ""Add to dry mixture."", ""Add egg and pumpkin."", ""Beat at low speed 1/2 minute."", ""Beat 3 minutes on high."", ""Stir in enough remaining flour to make soft dough.""]","4 1/2 to 4 3/4 c. flour"", ""1 pkg. active yeast"", ""1 1/4 c milk"", ""2 Tbsp. shortening"", ""2 Tbsp. sugar"", ""1 tsp. salt"", ""1 egg"", ""1/2 c. canned pumpkin"", ""3 Tbsp. melted butter","Combine 2 cups flour and yeast."", ""In saucepan, heat milk, shortening, sugar and salt until warm."", ""Add to dry mixture."", ""Add egg and pumpkin."", ""Beat at low speed 1/2 minute."", ""Beat 3 minutes on high."", ""Stir in enough remaining flour to make soft dough.",True
Surprise Supper,"[""4 pork chops"", ""4 medium sweet potatoes, peeled"", ""1 lemon, thinly sliced"", ""8 tsp. lemon juice"", ""8 Tbsp. brown sugar"", ""8 pats margarine"", ""salt and pepper to taste""]","[""You will also need 4 (18 x 12-inch) pieces heavy aluminum foil.""]","4 pork chops"", ""4 medium sweet potatoes, peeled"", ""1 lemon, thinly sliced"", ""8 tsp. lemon juice"", ""8 Tbsp. brown sugar"", ""8 pats margarine"", ""salt and pepper to taste",You will also need 4 (18 x 12-inch) pieces heavy aluminum foil.,False
Rhubarb Cream Pie,"[""1 (9-inch) unbaked pie shell"", ""1 c. sugar"", ""4 Tbsp. flour"", ""1 tsp. vanilla"", ""1/4 tsp. nutmeg"", ""4 rhubarb, cut up"", ""2 eggs"", ""1 1/4 c. light cream or half and half""]","[""Mix sugar and flour; add cream, egg, vanilla and nutmeg."", ""Mix well with eggbeater or wire whisk."", ""Put rhubarb in pie shell; pour cream mixture over rhubarb."", ""Push the rhubarb pieces down so they will be well coated with the cream mixture."", ""Flute edge of pie crust."", ""Bake at 375\u00b0 for 15 minutes."", ""Reduce heat to 350\u00b0 and continue baking 40 to 45 minutes or until done.""]","1 (9-inch) unbaked pie shell"", ""1 c. sugar"", ""4 Tbsp. flour"", ""1 tsp. vanilla"", ""1/4 tsp. nutmeg"", ""4 rhubarb, cut up"", ""2 eggs"", ""1 1/4 c. light cream or half and half","Mix sugar and flour; add cream, egg, vanilla and nutmeg."", ""Mix well with eggbeater or wire whisk."", ""Put rhubarb in pie shell; pour cream mixture over rhubarb."", ""Push the rhubarb pieces down so they will be well coated with the cream mixture."", ""Flute edge of pie crust."", ""Bake at 375\u00b0 for 15 minutes."", ""Reduce heat to 350\u00b0 and continue baking 40 to 45 minutes or until done.",True
Communion Bread,"[""10 c. flour (Gold Medal plain)"", ""1 lb. butter (Land O Lakes)"", ""3 to 5 Tbsp. sugar"", ""1/2 pt. cream"", ""1 pt. milk"", ""1/2 tsp. salt""]","[""Mix dry ingredients thoroughly, sifting 3 times."", ""Add cream and milk to make a medium dough ball."", ""Divide into 4 equal parts and knead 25 to 30 minutes."", ""When dough is smooth and free from bubbles, roll out with rolling pin onto metal baking sheets. Measure with ruler 1-inch (prick with fork) the width of cooking sheet, all the way across (1-inch prick, 1-inch prick)."", ""Length is 1 1/2-inches, prick (1 1/2, 3, 4 1/2, 6, 7 1/2, 9, 10 1/2, 12, 13 1/2)."", ""Bake in slow oven 12 to 15 minutes at 375\u00b0 until light brown."", ""Cut apart lengthwise with sharp knife.""]","10 c. flour (Gold Medal plain)"", ""1 lb. butter (Land O Lakes)"", ""3 to 5 Tbsp. sugar"", ""1/2 pt. cream"", ""1 pt. milk"", ""1/2 tsp. salt","Mix dry ingredients thoroughly, sifting 3 times."", ""Add cream and milk to make a medium dough ball."", ""Divide into 4 equal parts and knead 25 to 30 minutes."", ""When dough is smooth and free from bubbles, roll out with rolling pin onto metal baking sheets. Measure with ruler 1-inch (prick with fork) the width of cooking sheet, all the way across (1-inch prick, 1-inch prick)."", ""Length is 1 1/2-inches, prick (1 1/2, 3, 4 1/2, 6, 7 1/2, 9, 10 1/2, 12, 13 1/2)."", ""Bake in slow oven 12 to 15 minutes at 375\u00b0 until light brown."", ""Cut apart lengthwise with sharp knife.",True
Corn Casserole,"[""1 (16 oz.) can cream-style corn"", ""1 (16 oz.) can whole kernel corn, drained"", ""1 c. sour cream"", ""1 c. Parmesan cheese"", ""1/2 c. corn meal"", ""1/4 c. margarine, melted"", ""3 eggs"", ""salt and pepper""]","[""Mix both kinds of corn, sour cream, cheese, corn meal and butter together."", ""Then add eggs (slightly beaten) and salt and pepper."", ""Mix well."", ""Bake in 1 1/2-quart casserole at 325\u00b0 for about 40 minutes or until center is set."", ""If desired, you may add a cup of cooked chicken.""]","1 (16 oz.) can cream-style corn"", ""1 (16 oz.) can whole kernel corn, drained"", ""1 c. sour cream"", ""1 c. Parmesan cheese"", ""1/2 c. corn meal"", ""1/4 c. margarine, melted"", ""3 eggs"", ""salt and pepper","Mix both kinds of corn, sour cream, cheese, corn meal and butter together."", ""Then add eggs (slightly beaten) and salt and pepper."", ""Mix well."", ""Bake in 1 1/2-quart casserole at 325\u00b0 for about 40 minutes or until center is set."", ""If desired, you may add a cup of cooked chicken.",True
Chocolate Fried Pies,"[""1/4 c. granulated sugar"", ""1/4 c. all-purpose flour"", ""1 Tbsp. unsweetened cocoa powder"", ""2 Tbsp. butter or margarine"", ""1/2 tsp. vanilla"", ""2 c. Bisquick mix"", ""1/3 c. milk"", ""cooking oil (Crisco preferred) for deep fat frying"", ""sifted confectioners powdered sugar""]","[""In a saucepan, combine granulated sugar, flour and cocoa powder."", ""Stir in the 1/2 cup milk and butter."", ""Stir until blended thoroughly."", ""Bring to a boil, stirring constantly until it thickens. Remove from heat."", ""Add vanilla."", ""Let cool.""]","1/4 c. granulated sugar"", ""1/4 c. all-purpose flour"", ""1 Tbsp. unsweetened cocoa powder"", ""2 Tbsp. butter or margarine"", ""1/2 tsp. vanilla"", ""2 c. Bisquick mix"", ""1/3 c. milk"", ""cooking oil (Crisco preferred) for deep fat frying"", ""sifted confectioners powdered sugar","In a saucepan, combine granulated sugar, flour and cocoa powder."", ""Stir in the 1/2 cup milk and butter."", ""Stir until blended thoroughly."", ""Bring to a boil, stirring constantly until it thickens. Remove from heat."", ""Add vanilla."", ""Let cool.",True
Onion Shortcake,"[""2 large onions, sliced"", ""1 stick oleo"", ""8 oz. sour cream"", ""2 c. shredded Cheddar cheese"", ""1/4 tsp. dill weed"", ""1/4 tsp. salt"", ""1 box Jiffy corn bread mix"", ""1 egg"", ""a few drops of hot sauce"", ""1 can cream-style corn (15 oz.)"", ""1/3 c. milk""]","[""Saute onions in oleo until tender."", ""Add sour cream, 1/2 cup of Cheddar cheese, dill weed and salt."", ""In a separate bowl, mix corn bread mix, milk, egg, corn and hot sauce."", ""Spread in a 9 x 13-inch greased pan."", ""Top with onion mixture."", ""Top this with 1 1/2 cups Cheddar cheese."", ""Bake at 400\u00b0 for 30 minutes."", ""(Very good leftover!)""]","2 large onions, sliced"", ""1 stick oleo"", ""8 oz. sour cream"", ""2 c. shredded Cheddar cheese"", ""1/4 tsp. dill weed"", ""1/4 tsp. salt"", ""1 box Jiffy corn bread mix"", ""1 egg"", ""a few drops of hot sauce"", ""1 can cream-style corn (15 oz.)"", ""1/3 c. milk","Saute onions in oleo until tender."", ""Add sour cream, 1/2 cup of Cheddar cheese, dill weed and salt."", ""In a separate bowl, mix corn bread mix, milk, egg, corn and hot sauce."", ""Spread in a 9 x 13-inch greased pan."", ""Top with onion mixture."", ""Top this with 1 1/2 cups Cheddar cheese."", ""Bake at 400\u00b0 for 30 minutes."", ""(Very good leftover!)",True
Yummy Casserole,"[""1 lb. cooked ham"", ""1 lb. American cheese, cubed"", ""3 c. fresh sliced mushrooms"", ""1 medium sweet onion"", ""1 1/2 c. half and half""]","[""Fry mushrooms in butter pan about 10 minutes; do not brown. Fry medium onion in butter."", ""Combine ham, cheese and mushroom mixture."", ""Place cooked noodles in greased oblong casserole."", ""Place ham and cheese mixture over noodles."", ""Pour half and half over top. Cover and bake at 350\u00b0 for about 40 minutes.""]","1 lb. cooked ham"", ""1 lb. American cheese, cubed"", ""3 c. fresh sliced mushrooms"", ""1 medium sweet onion"", ""1 1/2 c. half and half","Fry mushrooms in butter pan about 10 minutes; do not brown. Fry medium onion in butter."", ""Combine ham, cheese and mushroom mixture."", ""Place cooked noodles in greased oblong casserole."", ""Place ham and cheese mixture over noodles."", ""Pour half and half over top. Cover and bake at 350\u00b0 for about 40 minutes.",False
Egg Salad,"[""6 hard-boiled eggs"", ""1 c. sliced celery"", ""2 Tbsp. minced green pepper"", ""1 tsp. minced onion"", ""1/4 c. mayonnaise"", ""1/2 tsp. Worcestershire sauce"", ""1 Tbsp. vinegar"", ""1 tsp. salt"", ""1/8 tsp. pepper""]","[""Cut cooked eggs into pieces. Stir in other ingredients. Refrigerate.""]","6 hard-boiled eggs"", ""1 c. sliced celery"", ""2 Tbsp. minced green pepper"", ""1 tsp. minced onion"", ""1/4 c. mayonnaise"", ""1/2 tsp. Worcestershire sauce"", ""1 Tbsp. vinegar"", ""1 tsp. salt"", ""1/8 tsp. pepper",Cut cooked eggs into pieces. Stir in other ingredients. Refrigerate.,True
Oatmeal Molasses Cookies,"[""1 1/2 c. sifted flour"", ""1 tsp. baking soda"", ""1/2 tsp. salt"", ""1/2 tsp. cloves"", ""3/4 c. margarine, softened"", ""1/4 c. dark molasses"", ""3/4 c. quick oats"", ""1/2 tsp. ginger"", ""1 c. sugar"", ""1 egg""]","[""Into a medium mixing bowl, sift together flour, soda, cloves, ginger and sugar."", ""Add margarine, egg and molasses."", ""Beat until smooth and stir in oats."", ""Drop by level tablespoon 2 inches apart onto ungreased cookie sheets."", ""Bake in a 375\u00b0 oven, until lightly browned; let stand a minute before removing from pan.""]","1 1/2 c. sifted flour"", ""1 tsp. baking soda"", ""1/2 tsp. salt"", ""1/2 tsp. cloves"", ""3/4 c. margarine, softened"", ""1/4 c. dark molasses"", ""3/4 c. quick oats"", ""1/2 tsp. ginger"", ""1 c. sugar"", ""1 egg","Into a medium mixing bowl, sift together flour, soda, cloves, ginger and sugar."", ""Add margarine, egg and molasses."", ""Beat until smooth and stir in oats."", ""Drop by level tablespoon 2 inches apart onto ungreased cookie sheets."", ""Bake in a 375\u00b0 oven, until lightly browned; let stand a minute before removing from pan.",True
Shrimp Cocktail,"[""2 c. shrimp"", ""1 c. chopped black olives"", ""1/2 c. chopped celery"", ""3/4 c. chili sauce"", ""1/4 c. ketchup"", ""2 to 4 tsp. lemon juice"", ""2 to 3 tsp. horseradish"", ""2 tsp. Worcestershire sauce"", ""1 tsp. chopped onion or garlic"", ""1 tsp. Tabasco sauce""]","[""Mix all ingredients; chill overnight for best flavor.""]","2 c. shrimp"", ""1 c. chopped black olives"", ""1/2 c. chopped celery"", ""3/4 c. chili sauce"", ""1/4 c. ketchup"", ""2 to 4 tsp. lemon juice"", ""2 to 3 tsp. horseradish"", ""2 tsp. Worcestershire sauce"", ""1 tsp. chopped onion or garlic"", ""1 tsp. Tabasco sauce",Mix all ingredients; chill overnight for best flavor.,False
Tropical Pork Chops,"[""4 to 6 thin breakfast chops"", ""1 small can crushed pineapple"", ""1 c. orange juice""]","[""Preheat oven to 325\u00b0."", ""Place chops in shallow baking dish. Top with pineapple and orange juice."", ""Bake for 1 hour, uncovered.""]","4 to 6 thin breakfast chops"", ""1 small can crushed pineapple"", ""1 c. orange juice","Preheat oven to 325\u00b0."", ""Place chops in shallow baking dish. Top with pineapple and orange juice."", ""Bake for 1 hour, uncovered.",True
Spinach-Cheese Bake,"[""1 (6 oz.) pkg. corn muffin mix"", ""2 eggs, beaten"", ""1 (8 oz.) sour cream"", ""1 can French onion soup"", ""1 (10 oz.) pkg. frozen spinach, thawed"", ""1/2 c. margarine, melted"", ""1/2 c. shredded Cheddar cheese""]","[""Combine first 6 ingredients; stir until blended."", ""Spoon into a greased 12 x 8 x 2-inch baking dish."", ""Bake at 350\u00b0 for 25 minutes. Top with cheese and bake 5 minutes.""]","1 (6 oz.) pkg. corn muffin mix"", ""2 eggs, beaten"", ""1 (8 oz.) sour cream"", ""1 can French onion soup"", ""1 (10 oz.) pkg. frozen spinach, thawed"", ""1/2 c. margarine, melted"", ""1/2 c. shredded Cheddar cheese","Combine first 6 ingredients; stir until blended."", ""Spoon into a greased 12 x 8 x 2-inch baking dish."", ""Bake at 350\u00b0 for 25 minutes. Top with cheese and bake 5 minutes.",True
Taco Soup,"[""1 pkg. taco seasoning"", ""1 can stewed tomatoes"", ""1 can kidney beans"", ""1 can pinto beans, rinsed and drained"", ""1 can garbanzo beans"", ""1 small can mushrooms (optional)"", ""1/4 c. celery, chopped"", ""1/4 c. onion, chopped"", ""1-2 cloves garlic""]","[""Saut celery, onion and garlic in vegetable oil until tender; add the taco seasoning and 1 cup water. Stir until mixed well. Add tomatoes and all beans with juice except pinto beans (rinse and add). Bring to a boil and simmer on low for 20 minutes. Remove from heat and allow to cool.""]","1 pkg. taco seasoning"", ""1 can stewed tomatoes"", ""1 can kidney beans"", ""1 can pinto beans, rinsed and drained"", ""1 can garbanzo beans"", ""1 small can mushrooms (optional)"", ""1/4 c. celery, chopped"", ""1/4 c. onion, chopped"", ""1-2 cloves garlic","Saut celery, onion and garlic in vegetable oil until tender; add the taco seasoning and 1 cup water. Stir until mixed well. Add tomatoes and all beans with juice except pinto beans (rinse and add). Bring to a boil and simmer on low for 20 minutes. Remove from heat and allow to cool.",True
Ham & Cheese Omelet Rolls,"[""4 oz. cream cheese, softened"", ""3/4 c. milk"", ""2 Tbsp. all purpose flour"", ""1/4 tsp. salt"", ""12 eggs"", ""8 oz. ham, finely chopped. (1 1/2 cups)"", ""1 1/2 c. cheddar cheese"", ""1/4 c. green onions (with tops) thinly sliced"", ""2 Tbsp. Dijon mustard""]","[""Preheat oven to 375 degrees."", ""In a bowl combine cream cheese and milk, whisk until smooth."", ""Add flour and salt, mix well."", ""In a separate bowl gently whisk eggs then add cream cheese mixture, mix well."", ""Pour in a long cookie sheet (parchment paper may be used). Bake for 30 to 33 minutes or until eggs are puffy and golden. Meanwhile, finely chop ham."", ""Remove omelet from oven, immediately spread dijon mustard, and sprinkle 1/2 of cheese, ham and green onions."", ""Sprinkle the rest of the cheese and roll up, (like a jelly roll)."", ""Let stand 5 minutes allowing cheese to melt."", ""Slice and serve.""]","4 oz. cream cheese, softened"", ""3/4 c. milk"", ""2 Tbsp. all purpose flour"", ""1/4 tsp. salt"", ""12 eggs"", ""8 oz. ham, finely chopped. (1 1/2 cups)"", ""1 1/2 c. cheddar cheese"", ""1/4 c. green onions (with tops) thinly sliced"", ""2 Tbsp. Dijon mustard","Preheat oven to 375 degrees."", ""In a bowl combine cream cheese and milk, whisk until smooth."", ""Add flour and salt, mix well."", ""In a separate bowl gently whisk eggs then add cream cheese mixture, mix well."", ""Pour in a long cookie sheet (parchment paper may be used). Bake for 30 to 33 minutes or until eggs are puffy and golden. Meanwhile, finely chop ham."", ""Remove omelet from oven, immediately spread dijon mustard, and sprinkle 1/2 of cheese, ham and green onions."", ""Sprinkle the rest of the cheese and roll up, (like a jelly roll)."", ""Let stand 5 minutes allowing cheese to melt."", ""Slice and serve.",False
Jessie's Potato Salad,"[""5 lb. potatoes, cooked, peeled and diced"", ""16 oz. Hellmann's mayonnaise"", ""16 oz. Hellmann's sandwich spread"", ""3 medium eggs, hard-boiled and mashed"", ""2 stalks celery, diced"", ""1 medium onion, diced"", ""salt to taste"", ""celery seed (garnish)""]","[""Mix all ingredients except salt."", ""Add salt last to taste. Store in sealed container in refrigerator for at least 1 hour prior to serving."", ""Serves 10.""]","5 lb. potatoes, cooked, peeled and diced"", ""16 oz. Hellmann's mayonnaise"", ""16 oz. Hellmann's sandwich spread"", ""3 medium eggs, hard-boiled and mashed"", ""2 stalks celery, diced"", ""1 medium onion, diced"", ""salt to taste"", ""celery seed (garnish)","Mix all ingredients except salt."", ""Add salt last to taste. Store in sealed container in refrigerator for at least 1 hour prior to serving."", ""Serves 10.",True
Applesauce-Raisin Cookies,"[""1/4 c. vegetable oil"", ""1/4 c. sugar"", ""1 egg"", ""1 Tbsp. vanilla extract"", ""1/2 c. unsweetened applesauce"", ""1/2 c. whole wheat flour"", ""1/2 c. unbleached flour (white)"", ""2 Tbsp. baking powder"", ""1/2 tsp. baking soda"", ""1 tsp. ground cinnamon"", ""1/8 tsp. ground cloves"", ""1/2 c. rolled oats"", ""1/2 c. dark or golden raisins""]","[""Cream the oil and sugar together."", ""Add the egg and beat until light."", ""Blend in the vanilla and applesauce."", ""Stir the flours, baking powder, baking soda, cinnamon, cloves, oats and raisins into the creamed mixture."", ""Blend well."", ""Drop by teaspoonfuls onto a lightly oiled baking sheet."", ""Bake in a 375\u00b0 oven for 10 minutes. Cool on a wire rack."", ""Makes 24 cookies.""]","1/4 c. vegetable oil"", ""1/4 c. sugar"", ""1 egg"", ""1 Tbsp. vanilla extract"", ""1/2 c. unsweetened applesauce"", ""1/2 c. whole wheat flour"", ""1/2 c. unbleached flour (white)"", ""2 Tbsp. baking powder"", ""1/2 tsp. baking soda"", ""1 tsp. ground cinnamon"", ""1/8 tsp. ground cloves"", ""1/2 c. rolled oats"", ""1/2 c. dark or golden raisins","Cream the oil and sugar together."", ""Add the egg and beat until light."", ""Blend in the vanilla and applesauce."", ""Stir the flours, baking powder, baking soda, cinnamon, cloves, oats and raisins into the creamed mixture."", ""Blend well."", ""Drop by teaspoonfuls onto a lightly oiled baking sheet."", ""Bake in a 375\u00b0 oven for 10 minutes. Cool on a wire rack."", ""Makes 24 cookies.",True
